회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
미창석유공업(주),003650,2018/12,18.54,-6.92,-7.35,,-14.05,0.63,0.86,1,-6.36,1.15,34.72,-0.14,-3.26,8.06,3.98,,3.39,5.16,4.47,,3.80,5.06,,4.31,144.81,,123.27,30.69,,,3.12,4.93,4.20,91.94,96.02,0.87,-0.61,0.30,0.04,95.29,1.11,0.04,-0.62,0.83,10.14,107.83,-5.81,2.30,4.59,0,92.99,101.17,29.17,1.01,23.66,"181,815.63","6,593",,"6,947.09","141,837.30","2,908.54",0,"7,240.27",75.13,18.57,302.02,61.17,24.87,88.31,11.69,"2,874.77",28.17,28.01,670.63,546.07,11.56,0,147.45,21.83,239.39,619.26,61.59,13.24,12.69,0,0.56,0.77,63.92,0.67,0.76,287.28,"999,999,999",89.34,29.09,69.76,19.40,79.55,11.52,199.70,1.35,1.21,0,1.12,1.24,1.27,36.36,9.58,12.44,29.34,1.43,1.75,8.03,45.45,35.19,13.04,"76,790.38",5.71,63.89,5.15,9.30,1.25,0.77,0.01,"19,701.30",223.88,"3,594.31",,121.84,39.12,0,0,0,6.96,53.52,150.05,6.23,17.47,82.53,54.42,"19,701.30","15,337.03","3,442.41","-1,917.55",133.57,133.96,"2,571.87",223.88,6.96,150.05,6.23,88,14.03,11.78,0.61,0.51,12.45,10.45,0.48,0.40,"110,402.14","15,167.58",4.80,345.94,"8,718.64",7.28
백광산업(주),001340,2018/12,2.62,33.54,203.70,,252.26,52.62,18.21,21.04,51.39,12,3.01,8.07,32.94,32.34,15.66,,12.72,9.54,9.51,,7.73,19.35,,15.71,122.37,,99.40,9.94,,,8.85,10.52,8.55,67.66,84.34,-2.42,1.84,-0.04,0.02,86.80,2.48,1.01,2.12,7.87,11.93,157.14,2.20,3.73,3.55,0,0.39,42.07,9.56,1.40,9.62,"3,906.81",524,,780.57,"3,378.82",606.36,0,611.86,13.60,19.98,15.73,10.88,86.40,51.70,48.30,685.33,167.13,133.60,38.49,30.80,24.49,0,253.26,0,271.28,"1,160.53",93.36,93.42,68.33,88,25.10,0,-21.73,29.79,57.61,8.31,8.19,45.74,6.06,20.17,144.44,150.46,17.85,28.95,8.62,14.63,8.50,0.61,0.67,1.24,7.81,1.20,23.91,15.27,4.96,6.11,26.22,13.92,105.39,75.94,0,8.51,42.90,0.69,0.75,1.23,0.09,0.02,"44,396.30",317.12,"1,253.48",,159.46,27.08,"1,576.49",230.06,"2,126.51",14.91,20.12,137.84,25.30,8.54,91.46,50.29,"44,396.30","23,242.83","3,791.53","3,232.28",559.05,"1,546.08","12,024.52",317.12,14.91,137.84,25.30,140,8.39,4.34,1.23,0.64,5.34,2.76,1.07,0.55,"190,609.73","39,508.36",22.51,11.94,879.56,4.82
범양건영(주),002410,2018/12,35.57,-7.59,406.91,,779.41,0,20.79,14.97,88.34,0.68,-0.86,14.19,8.24,7.99,3.50,,3.70,7.31,5.75,,6.07,13.60,,14.37,21.69,,22.92,10.55,,,5.02,9.17,9.69,92.01,96.50,0.49,-0.64,0,0.03,96.09,2.39,0.15,-0.65,0.25,23.81,47.50,-1.82,4.18,2.57,0,-96.11,50.35,0,0,0,"6,062.59",228,,920.84,"1,695.68",70.82,0.01,212.38,58.61,1.46,141.63,57.76,41.39,47.43,52.57,170.82,87.26,74.32,132.26,130.33,41.26,0,802.78,5.98,58.27,802.78,"1,377.77",110.84,93.44,101.98,17.41,57.74,14.30,12.53,26.42,11.25,"999,999,999",19.66,0.71,36.27,24.71,36.62,27.07,113.59,14.23,8.46,0,1.64,2.62,3.88,6.19,2.84,8.99,40.59,2.76,2.80,196.70,1.86,196.70,0,0,22.14,16.48,4.05,130.68,1.58,0,0,"9,472.42",63.57,"1,009.86",,37.38,23.68,8.89,0,600.24,10.59,714.75,"315,747,366.67",6.30,37.25,62.75,58.80,"9,472.42","6,001.70","3,528.64",-965.59,318.59,225.48,363.60,63.57,10.59,"315,747,366.67",6.30,149,17.60,5.26,2.33,0.70,4.29,1.28,0.65,0.19,"27,817.26","5,634.64",3.74,12.03,227.03,4.94
범양식품(주),008750,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벽산건설(주),002530,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보령제약(주),003850,2018/12,35.83,-1.73,"1,478.93",,-58.62,24.88,3.64,8.91,-36.94,13.24,31.25,-3.82,6.09,40.97,5.44,,4.97,5.91,5.87,,5.37,9.90,,9.06,113.24,,103.63,23.99,,,5.36,7.97,7.30,59.03,94.56,1.11,-0.01,0.09,3.17,93.55,10.11,0,-0.01,3.70,19.50,100.97,-0.04,0.11,0.13,100,70.22,97.36,11.41,0.98,11.01,"52,081.64",544,,"4,409.92","26,863.37","1,133.94",7.48,"2,831",49.71,33.80,98.85,32.91,50.29,57.03,42.97,"1,164.74",88.17,70.58,172.94,114.48,3.31,0,166.83,80.14,249,331.70,67,75.33,50.40,36.95,24.93,67.83,20.97,19.08,33.45,259.21,"999,999,999",55.53,11.34,49.16,43.43,67.30,3.88,8.75,1.67,1.64,0,1.08,1.47,1.82,20.83,2.66,9.90,36.86,2.03,2.91,6.74,54.13,12.87,23.58,91.16,3.46,105.37,2.30,2.70,1.32,3.29,0.01,"90,359.10",72.35,368.62,,18.34,35.35,0,0,0,20.02,139.57,560.67,19.63,48.86,51.14,25.35,"90,359.10","30,130.96","44,151.48",-65.46,0,0,"16,142.12",72.35,20.02,560.67,19.63,"1,249",24.90,3.41,2.40,0.33,14.63,2,1.24,0.17,"519,798.93","41,168.11",8.94,426.40,"4,657.03",12.63
보해양조(주),000890,2018/12,-17.34,15.07,0,,0,1.06,-30.10,-17.61,-84.35,-20.58,-17.59,3.74,17.82,28.17,-13.21,,-34.42,-4.56,-5.15,,-13.42,-12.74,,-33.19,-22.27,,-58.04,0,,,-12.53,-5.68,-14.79,71.83,113.21,-15.33,2.27,0,4.55,127.83,11.92,0,1.73,11.49,13.94,136.44,1.48,3.36,3.68,0,-34.46,31.73,0,0,0,843.13,-290,,-18.11,710.28,43.91,0,-111.37,37.57,42.03,60.18,21.78,62.43,34.66,65.34,143.91,180.10,99.68,100.53,58.28,12.06,0,78.42,"7,950.98",486.43,611.65,16.12,188.49,107.82,38.61,80.67,"14,081.12",0.20,45.55,131.41,-3.51,-11.60,10.58,0.44,86.45,170.11,223.79,-0.34,-0.49,-0.22,-0.55,-5.83,0.39,0.43,0.96,1.69,0.65,14.86,24.56,1.16,2.09,2.59,141.16,21.26,17.71,3.67,2.95,123.69,0.59,0.75,0.54,0,0,"3,586.42",16.30,370.19,,-127.43,57.83,0,0,0,1.79,3.63,19.60,4.40,354.74,-254.74,-781.66,"3,586.42","-23,241.53","12,722.44","1,844.74",0,0,"12,260.77",16.30,1.79,19.60,4.40,220,0,0,3.51,1.09,0,0,2.95,0.92,"264,773.16","1,502.41",1.84,0.49,15.55,176.23
부광약품(주),003000,2018/12,101.79,76.99,128.31,,922.07,-12.75,87.73,28.35,343.43,3.81,122.04,23.64,6.95,57.92,17.94,,78.46,10.92,9.09,,39.76,10.57,,46.23,147.86,,646.74,24.05,,,37.93,12.51,54.74,42.08,82.06,84.83,-3.61,0.01,4.91,45.26,18.35,0.64,-4.25,4.03,12.24,108.79,-13.07,0,0,100,35.87,89.82,70,4.01,6.47,"3,939.82","3,131",,158.89,"8,263.96","1,645",12.59,706.74,43.41,15.71,76.71,36.59,56.59,84.17,15.83,"1,745",67.23,61.19,577.96,487.14,44.74,0,250.30,19,"2,050.28",421.39,12.21,18.80,8.92,0,9.88,23.16,35.90,0,0,"999,999,999","999,999,999",79.35,16.45,89.37,107.97,187,13.56,0,2.15,5.65,0,0.51,0.70,0.59,8.24,3.62,41.48,8.80,1.12,1.43,5.19,70.29,9.88,16.85,34.68,2.59,140.87,0.93,2.24,0.96,0,0,"229,035.73",365.29,307.08,,240.94,47.88,0,0,0,45.21,199.87,"5,151.41",118.95,13.11,86.89,65.96,"229,035.73","197,872.07","30,018.25","-6,952.45",460.04,"1,046.84","6,590.97",365.29,45.21,"5,151.41",118.95,627,10.59,6.84,3.96,2.56,206.11,133.11,8.31,5.37,"1,113,598.93","41,129.78",21.36,0,841.61,27.08
부국철강(주),026940,2018/12,-4.99,-3.61,-29.11,,-10.34,9.70,-0.20,-2.58,1.24,-8.96,-7.19,7.01,3.12,3.81,0.65,,1.46,1.47,0.73,,1.64,0.82,,1.85,9.23,,20.79,22.21,,,0.90,0.89,2,96.19,99.35,1.18,-0.66,0,0,98.19,2.14,0.04,-0.66,0.33,9.98,352.61,-6.56,0,0,0,4.94,92.63,15,1.34,72.16,"7,117.64",104,,174.68,"5,534.35","1,022.98",0,46.16,74.44,31.09,291.29,51.30,25.56,90.71,9.29,"1,122.98",28.17,28.12,817.98,563.68,17.11,0,99.07,35.42,294.02,382.55,33.69,10.24,10.03,0,0.21,0.29,65.34,0,0,"3,087.84","999,999,999",82.63,10.23,65.95,23.09,71.65,-19.24,0,-1.79,-1.55,0,1.12,1.37,1.27,14.24,9.93,11.53,31.65,1.52,2.14,5.20,70.21,22.42,16.57,94.27,4.36,83.79,4.33,15.43,1.32,0,0.01,"5,235.05",85.82,"2,333.65",,34.08,49.69,0,0,0,4.23,58.22,"3,283.71",3.68,57.90,42.10,39.71,"5,235.05","2,609.73","3,031.27",-940.31,0,62.22,472.14,85.82,4.23,"3,283.71",3.68,61,44.93,19.87,0.84,0.37,26.73,11.82,0.66,0.29,"43,728.46","1,395.41",0.98,"4,666.92",69.77,31.34
부산산업(주),011390,2018/12,-5.47,24.99,139.79,,159.15,0.84,4.68,-0.56,61.51,-4.65,-2.91,4.29,13.41,18.16,7.34,,6.53,5.32,5.24,,4.67,6.82,,6.07,47.66,,42.41,24.26,,,4.73,7.12,6.33,81.84,92.66,0.90,0.09,0,0.02,91.87,8.48,0.41,0.10,0.83,11.91,327.40,0.29,3.53,3.53,0,0,85.81,0,0,0,"32,458.23","2,120",,"2,920.79","35,465.84",614.77,0.02,"2,382.93",27.99,3.14,38.86,27.11,72.01,77.29,22.71,714.77,93.17,87.10,161.60,156.52,34.51,0,"1,800.41",8.25,156.16,0,"1,152.96",29.38,22.40,0,6.97,50.51,10.67,4.10,5.30,35.65,89.06,66.48,6.15,35.88,104.12,107.38,20.05,111.13,4.55,6.48,78.46,0.71,0.97,0.93,6.49,3.09,6.62,55.14,2.79,2.89,80.11,4.56,0,95.71,0,4.16,87.72,0.96,1.56,1.65,0.01,0.03,"5,961.87",145.41,836,,54.61,66.05,0,0,0,12.21,27.99,"2,226.04",17.39,45.42,54.58,37.56,"5,961.87","2,824.29","2,708.07",32.07,0,132.04,265.40,145.41,12.21,"2,226.04",17.39,41,117.90,13.89,7.05,0.83,85.59,10.08,7.70,0.91,"169,412.27","2,781.77",8.12,39.41,"2,634.25",60.90
부산주공(주),005030,2018/12,0.08,13.45,0,,0,1.69,-15.03,6.89,-75.90,-13.55,-2.19,23.65,23.83,5.15,-3.37,,-10.55,-2.24,-2.26,,-7.09,-11.11,,-34.82,-39.66,,-124.29,0,,,-4.26,-2.33,-7.29,94.85,103.37,-6.79,4.21,-0.16,0,110.04,1.31,0.07,3.78,4.66,9.95,101.91,3.55,5.18,5.18,0,-39.22,13.65,0,0,0,"5,665.96",-606,,-236.88,"1,558.28",167.84,0,-190.67,26.17,41.52,35.45,15.31,73.83,18.57,81.43,267.84,397.64,161.26,48.27,28.23,0.01,0,120.19,0,79.54,145.93,151.11,438.58,292.01,58.28,146.58,0,-28.05,54.51,293.60,-0.80,-1.42,11.63,1.68,36.89,111.88,145.89,-1.77,-2.65,-1.44,-2.16,-0.80,0.67,0.69,3.30,11.79,0.84,4.19,87.14,2.71,4.82,6.19,58.93,7.48,127.76,55.91,5.92,61.66,0.89,0.91,0.88,0.13,0.03,"2,116.97",7.38,710.21,,-74.89,10.36,0,0,0,0.69,0.98,5.02,1.04,140.43,-40.43,"-1,015.34","2,116.97","-20,706.66","2,972.95","8,572.65",545.98,148.82,"10,583.24",7.38,0.69,5.02,1.04,287,0,0,1.16,0.29,0,0,0.32,0.08,"187,168.06","3,723.97",1.83,0.43,103.52,50.26
비케이탑스(주),030790,2018/12,-71.87,32.62,0,,0,"3,313.75",15.07,-16.96,0,-20.12,241.11,3.95,29.08,-5.76,-27.40,,-14.33,-11.70,-12.54,,-6.56,-21.88,,-11.44,-39.31,,-20.55,0,,,-1.86,-20.10,-10.51,105.76,127.40,13.07,10.26,0.33,0,111.28,8.38,0.12,7.26,0.65,20.08,500.05,11,11.14,21.47,0,0,54.08,0,0,0,705.03,-101,,-291.85,934.70,88.93,0,-193.16,48.97,2.34,95.97,47.83,51.03,46.58,53.42,188.93,109.54,104.14,96.02,93.78,73.74,0,480.84,0,205.90,480.84,233.53,114.66,109.48,81.32,5.19,0,-2.03,37.78,81.09,-2.26,-0.40,21.93,0.89,123.53,94.90,154.53,-16.67,-23.58,-8.91,-25.62,-2.67,0.46,0.73,0.80,1.43,1.07,15.18,24.04,0.81,0.82,59,6.19,60.73,0,0,9.28,39.34,1.05,54.68,0.48,0.02,0.05,"6,936.42",25.32,242.74,,-34.78,28.74,0,0,0,3.63,"1,298.87","3,366.24",10.43,113.52,-13.52,-137.37,"6,936.42","-9,527.29","7,874.31","6,821.34","1,040.49",113.60,613.96,25.32,3.63,"3,366.24",10.43,274,0,0,5.84,1.55,0,0,7.74,2.05,"213,080.33","-17,608.25",-26.47,-2.19,-186.65,0
사조동아원(주),008040,2018/12,-12.88,22.07,-12.98,,14.55,5.26,10.45,9.06,7.88,1.47,-13.82,7.48,-7.06,13.96,5.91,,3.94,5.22,5.13,,3.42,13.90,,9.25,34.16,,22.75,7.03,,,5.97,5.25,3.50,86.04,94.09,-1.87,2.93,-1.83,0.10,96.13,1.86,0.20,2.92,3.13,5.86,56.89,4.04,7.21,5.77,0,-11.19,72.17,0,0,0,"2,890.38",136,,220.12,"1,081.90",182.47,0,170.81,40.09,37.09,66.91,25.22,59.91,39.24,60.76,258.06,152.70,146.26,67.90,42.72,1.24,0,78.56,0,336.61,509.88,23.34,154.87,150.47,0,4.40,0,-18.95,37.01,94.33,1.95,2.38,27.74,1.82,41.49,73.63,112.09,10.93,17.95,6.64,7.56,2.02,0.87,0.89,2.35,5.78,1.38,25.54,14.29,2.41,4,6.06,60.20,40.13,22.27,193.37,7.43,49.13,1.36,1.60,0.89,0,0.01,"49,873.77",144.14,"1,179.08",,46.41,21.96,0,0,0,10.74,21.11,50.78,12.23,15.24,84.76,32.19,"49,873.77","16,468.85","7,599.39","11,958.34",254.55,801.70,"12,790.94",144.14,10.74,50.78,12.23,346,15.95,8.79,1.68,0.92,8.25,4.54,0.63,0.35,"336,736.62","36,900.19",9.05,2.98,261.44,9.13
사조산업(주),007160,2018/12,-1.51,55.36,-15.39,,1.94,53.17,8.20,-13.71,52.09,-34.46,-3.94,31.65,49.58,12.15,7.98,,5.52,6.63,5.92,,4.10,11.23,,7.77,123.08,,85.23,25.31,,,4.59,8.93,6.18,87.85,92.02,-0.58,0.66,0.24,0,92.78,1.74,0,0.69,2.18,5.89,73.88,1.03,3.20,3.47,0,80.38,89.93,4.95,0.43,5.80,"77,155.19","4,309",,"2,404.97","55,955.32","1,040.19",0,"6,153.89",33.92,32.30,51.34,22.97,66.08,52.24,47.76,"1,139.48",126.50,83.98,159.11,107.72,9.93,0,42.66,86.94,0,68.81,0,91.44,40.81,34.21,50.63,209.84,12.60,35.74,68.43,4.94,12.25,47.68,10.40,39.41,95.33,95.09,13.50,18.03,6.45,9.11,12.14,0.74,1.12,1.41,15.43,1.57,54.37,6.71,2.54,3.76,7.81,46.72,13.42,57.25,681.69,12.17,30,1.05,2.21,1.27,0,0.01,"45,418.43",73.02,620.22,,34.26,10.23,0,0,0,8.33,27.20,333.34,11.77,14.01,85.99,46.91,"45,418.43","28,526.55","6,364.87","2,534.63",4.67,0,"7,987.71",73.02,8.33,333.34,11.77,622,17.86,10.93,1.36,0.83,31.64,19.38,0.99,0.60,"425,798.61","38,757.14",10.05,6.22,"7,751.43",10.99
사조씨푸드(주),014710,2018/12,-3.84,20.88,8.73,,-34.80,28.14,4.85,5,-21.43,4.39,-1.18,0.58,-1.74,8.22,4.32,,3.18,4.86,4.64,,3.41,8,,5.88,99.75,,73.31,31,,,4.04,8.16,6,91.78,95.68,0.07,0.58,-0.10,0.02,95.68,1.58,0.22,0.60,1.02,5.32,56.86,1.49,2.95,2.98,0,67.28,90.60,7,0.55,9.55,"23,063.91",733,,209.86,"12,570.73","1,175.81",0,997.47,36.24,74.41,56.84,9.27,63.76,57.77,42.23,"1,275.81",110.37,99.88,100.21,25.64,3.66,0,15.90,"34,827.39",84.29,34.81,18.86,73.10,62.60,97.42,10.50,"7,837.16",0.08,27.69,47.94,5.53,8.52,53.24,11.76,31.70,61.42,55.54,0.43,0.65,0.18,0.17,7.41,1.07,1.89,1.85,23.06,2.56,23.96,15.24,3.15,11.47,4.35,83.91,9.48,13.73,0,21.10,17.30,1.63,4.84,1.70,0.67,0.01,"31,209.95",101,"1,285.20",,40.85,19.69,0,0,0,8.21,38.83,"1,031.33",7.86,19.49,80.51,40.45,"31,209.95","17,434.86","6,084.37","2,319.14",556.11,860.44,"3,955.03",101,8.21,"1,031.33",7.86,309,10.41,7.50,0.61,0.44,36.36,26.21,0.33,0.24,"209,421.24","21,129.97",5.32,6.81,"1,227.16",9.91
삼광글라스(주),005090,2018/12,-5.08,-20.16,0,,0,-32.46,-13.46,7.94,-83.97,8.98,-3.18,-0.96,-9.24,-0.66,-8.69,,-8.43,-4.45,-5.11,,-4.95,-14.01,,-13.59,-120.17,,-116.60,0,,,-3.56,-6.79,-6.58,100.66,108.69,-2.89,2.38,0.02,0.32,111.18,1.75,0.25,2.07,7.27,13.53,164.56,2.20,3.97,3.82,0,25.95,87.48,8.19,1.03,0,"69,132.98","-5,830",,"4,774.50","39,369.59",696.01,0,"-6,008.36",35.37,37.16,54.73,22.23,64.63,35.70,64.30,796.01,181.06,171.50,56.76,35.67,5.03,0,96.03,0,387.49,174.66,24.78,180.15,174.57,99.84,5.57,0,-26.94,54.47,152.59,-2.49,-3.87,31.21,6.96,64.25,105.95,119.51,3.48,4.10,2.24,3.60,-3.65,0.59,0.78,1.61,13.83,0.92,16.14,22.61,1.56,2.63,3.80,95.97,6.37,16.79,173.50,4.50,81.18,0.94,1.59,0.62,0,0.01,"5,819.77",11.15,642.91,,-54.22,12.95,0,0,0,1.08,2.93,6.93,1.73,116.12,-16.12,-486.28,"5,819.77","-38,865.72","6,757.76","7,988.75",844.79,974.64,"28,119.55",11.15,1.08,6.93,1.73,522,0,0,1.57,0.68,12.96,5.57,0.90,0.38,"425,493.58","-1,047.54",-0.31,-0.09,-215.79,0
삼도물산(주),002930,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼미광업개발(주),029190,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼부토건(주),001470,2018/12,-10.46,-13.57,0,,0,-8.15,9.20,-34.82,0,-2.46,31.16,-33.18,20.42,9.64,-4.60,,0.13,-1.49,-2.21,,0.06,-4.03,,0.11,-7.50,,0.21,84.88,,,-0.14,-2.79,0.08,90.36,104.60,4.73,-0.42,0.98,0,99.89,7.61,0.59,-0.35,0.21,7.27,0,-0.45,6.74,6.54,0,-31.87,447.16,0,0,0,"9,407.48",11,,-932.44,"11,174.15",70.43,0.45,-433.01,63.59,12.69,174.67,55.52,36.41,57.70,42.30,170.43,63.10,52.10,211.13,184.34,43.99,0,83.32,24.10,96.96,"6,866.09",85.93,73.30,52.20,32.97,21.10,36.38,33.47,7.80,13.52,-4.24,"999,999,999",23.85,0.70,141.62,66.25,157.78,-14.97,-81.19,-6.33,-13.08,0,0.48,0.61,0.88,1.63,1.07,6.23,58.59,0.71,0.80,5.75,63.51,856.85,6.11,667.64,6.18,59.03,1.51,37.38,0.48,0.18,0.02,"18,518.18",58.42,559.57,,0.71,51.07,0,0,0,5.06,412.99,"8,625.98",10.44,87.43,12.57,1.21,"18,518.18",224.29,"16,190.61",-752.62,"1,159.47","1,259.01",437.42,58.42,5.06,"8,625.98",10.44,317,"1,034.04",330.39,1.10,0.35,0,0,1.31,0.42,"33,363.30","-7,727.36",-4.36,-4.01,-409.82,0
삼성SDI(주),006400,2018/12,54.23,50.35,"3,268",,428.28,90.63,4.60,51.01,113.77,11.31,8.50,35.66,48.32,20.24,6.72,,6.42,4.82,3.87,,3.70,5.23,,5,154.16,,147.41,21.13,,,2.98,10.07,9.63,79.76,93.28,1.43,-1.25,-0.05,0,92.26,2.84,0,-1.29,3.86,13.93,125.90,-2.78,1.90,2.59,0,8.33,98.82,18.77,0.62,12.73,"116,320.36","7,862",,-530.35,"141,990.51","3,013.48",7.25,"7,813.08",24.77,25.04,32.92,18.56,75.23,70.31,29.69,"3,016.73",107.01,92,135.86,101.84,14.90,0,201.91,94.86,421.69,"1,193.45",47.88,42.24,25.93,60.83,16.31,175.38,6.54,11.48,16.33,16.50,"999,999,999",70.23,30.13,38.55,135.15,77.58,-3.84,-9.94,-1.14,-2.13,0,0.58,1.50,0.78,22.95,2.21,20.13,18.13,2.59,3.37,11.31,32.26,51.77,32.56,0,5.41,67.49,0.74,4.40,1.48,0,0.01,"1,097,051.03",105.59,787.96,,50.61,21.76,0,0,0,7.17,62.88,140.66,13.40,20.61,79.39,47.93,"1,097,051.03","666,749.40","226,050.06","-102,590.11",0,0,"306,841.69",105.59,7.17,140.66,13.40,"10,390",35.27,22.49,1.86,1.18,0,0,2.27,1.44,"16,391,183.82","856,745.49",10.46,25.70,"12,172.72",19.13
삼성공조(주),006660,2018/12,-7.61,-7.05,0,,-47.38,48.71,2.30,-13.70,-74.97,-1.73,10.39,-12.18,26.31,8.40,-2.69,,8.11,3.08,-0.76,,2.30,-0.89,,2.68,-44.40,,133.63,22.08,,,-1.54,-1.19,3.57,91.60,102.69,12.96,-13.55,-0.08,0.01,91.08,3.36,0.13,-12.92,2.75,16.68,579.68,-27.10,0,0,100,2.75,98.06,15.79,0.31,11.82,"8,240.97",677,,257.06,"25,029.91","4,958.20",2.63,-221.98,57.40,7.28,134.75,53.22,42.60,86.94,13.06,"5,046.12",49,48.36,481.94,446.85,7.90,0,105.31,9.19,43.64,308.72,241.34,15.02,13.70,0,1.32,2.53,45.49,0,0,-689.81,"999,999,999",85.43,49.58,209.80,142.95,220.18,27.51,0,3.59,12.65,0,0.28,0.44,0.33,16.48,2,2.50,145.97,0.48,0.51,8.13,44.91,18.78,38.89,38.79,5.90,61.84,0.70,5.57,0.39,0.09,0,"2,210.96",9.74,295.02,,23.92,10.39,0,0,0,0.94,20.71,38.95,3.30,106.67,-6.67,245.58,"2,210.96","6,874.43","2,358.38","-9,077.60",33.17,94.22,"1,928.36",9.74,0.94,38.95,3.30,227,19.23,12.81,0.51,0.34,49.99,33.30,1.56,1.04,"63,261.81",124.50,0.19,47.61,15.32,508.14
