회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
대원제약(주),003220,2019/12,16.25,14.11,13.51,,15.98,17.59,11.68,11.19,6.33,4.58,22.25,6.32,6.19,56.75,11.42,,8.56,12.19,12.08,,9.06,18.80,,14.10,371.47,,278.63,27.79,,,9.03,14.82,11.12,43.25,88.58,-0.16,-0.02,0,3.99,88.84,20.65,0.67,-0.03,4.13,11.85,58.42,-0.07,0.52,0.68,0,12.52,96.49,51.21,2.49,18.65,"16,036.46","1,394",,"1,625.49","8,989.34","1,992.57",3.25,"1,830.78",36.71,42.90,58,20.96,63.29,62.33,37.67,"2,054.49",101.54,77.90,195.70,111.75,10.45,0,79.08,87.72,483.23,144.62,16.36,60.44,30.10,40.75,30.35,105.36,17.95,15.79,25.33,134.03,"999,999,999",60.45,19.93,35.40,59.13,80.23,29.71,70.88,11.19,11.50,0,1.06,1.30,1.65,32.54,2.96,42.54,8.58,2.83,4.90,6.68,54.66,12.49,22.97,38.25,8.05,45.37,1.69,2.17,1.85,0,0.01,"107,700.24",107.16,313.74,,26.87,58.04,0,0,0,33.23,105.25,367.01,34.16,54.16,45.84,25.07,"107,700.24","35,492.43","58,325.69",-77.91,411.21,"1,896.31","11,652.50",107.16,33.23,367.01,34.16,"1,005",13.65,9.39,2.09,1.44,11.54,7.94,1.17,0.80,"378,898.56","47,649.24",15.11,177.42,"2,423.42",7.95
대원화성(주),024890,2019/12,-2.70,-28.91,0,,87.40,-13.98,6.21,15.68,24.51,-3.90,46.01,20.37,8.64,10.05,-1.85,,3.39,-1.82,-1.93,,3.53,-3.10,,5.66,-11.49,,21,4.26,,,4.02,-2.22,4.05,89.95,101.85,5.19,0.47,0.06,0.03,96.92,3.44,0.19,0.44,1.21,19.39,695.28,1.29,3.25,3.21,100,36.71,71.81,1.99,0.52,9.49,"3,099.45",105,,106.47,"1,898.06",283.75,1.08,-57.47,36.16,21.03,56.65,28.56,63.84,62.58,37.42,382.30,102.01,89.66,125.55,99.15,25.56,0,236.27,103.34,158.36,566.50,149.20,59.79,46.03,81.28,13.77,117.07,7.36,17.78,28.41,-3.25,8.17,46.45,2.84,42.88,53,82.30,7.90,16.62,2.95,2.91,-3.99,1.04,1.20,1.67,6.20,2.78,10,36.49,2.33,2.88,12.34,29.58,27.42,63.05,40.66,4.01,90.99,1.89,3,1.39,0.16,0.01,"11,405.03",57.89,648.98,,21.99,23.47,0,0,0,9.05,27.11,562.19,8.92,40.53,59.47,37.98,"11,405.03","4,265.44","4,622.76",594.62,37.96,258.65,"1,625.60",57.89,9.05,562.19,8.92,197,19.43,11.09,1.07,0.61,19.16,10.94,0.66,0.38,"69,329.62",-744.83,-0.58,-1.02,-18.06,0
대일화학공업(주),003110,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대창단조(주),015230,2019/12,-1.76,-0.47,27.78,,27.90,-18.42,2.48,-20.37,28.95,-4,-0.25,-17.06,11.08,8.90,5.46,,5.11,7.31,6.74,,6.31,7.59,,7.10,97.78,,91.46,23.32,,,5.75,7.76,7.26,91.10,94.54,1.16,-0.45,0.66,0,93.53,1.39,0.04,-0.47,1.14,11.51,297.31,-5.02,13.23,3.81,0,6.78,94.26,20.95,1.89,26.95,"108,668.07","3,998",,"19,698.15","76,962.84","1,045.07",0.17,"5,936.95",68.50,25.07,217.45,51.33,31.50,90.10,9.90,"1,108.66",34.96,34.51,785.14,588.34,13.05,0,109.26,28.72,379.68,878.10,28.78,10.99,9.68,64.85,1.31,1.97,59.77,0.08,0.09,657.91,"999,999,999",84.93,10.45,55.53,25.51,69.90,94.44,"12,054.13",9.35,7.56,0,1.23,1.42,1.39,17.90,11.05,19.58,18.65,1.80,2.50,6.47,56.41,42.80,25.30,12.24,4.87,74.98,3.92,6.61,1.58,0,0.01,"18,774.15",156.45,"1,811.13",,92.55,24.06,0,0,0,10.68,62.66,212.55,8.64,15.38,84.62,59.16,"18,774.15","14,394.39","2,887.04",-986.90,27.76,89.65,"2,362.22",156.45,10.68,212.55,8.64,120,8.28,4.63,0.60,0.33,2.34,1.30,0.42,0.24,"66,853.26","14,236.12",6.55,788.79,"7,118.06",4.70
대한모방(주),001350,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대한방직(주),001070,2019/12,-0.31,-50.01,0,,0,2.53,-28.99,-26.71,-197.53,-19.06,9.24,-9.45,49.50,2.19,-12.31,,-10.70,-7.77,-8.08,,-7.02,-12.35,,-10.73,-350.26,,-304.41,0,,,-6.95,-8.92,-7.75,97.81,112.31,-3.03,0.12,-0.10,0,115.01,4.66,0.21,0.10,1.03,11.08,167.34,0.22,2.41,2.07,0,-13.25,102.23,0,0,0,"28,451.52","-3,776",,"-3,702.94","23,502.81","2,921.39",0.17,"-3,502.55",43.64,45.44,77.43,23.81,56.36,64.91,35.09,"2,355.38",86.82,77.95,157.56,85.96,18.97,0,70.16,124.38,297.45,104.13,23.59,54.05,42.67,98.05,11.38,46.34,15.94,19.25,29.65,-20.82,-128.72,80.51,29.21,83.50,68.84,110.04,-27.18,-49.55,-9.54,-12.16,-104.09,0.66,0.72,1,28.45,1.90,18.46,19.78,1.20,1.71,4,91.17,5.81,135.52,42.74,5.01,72.92,1.45,1.86,0.81,0,0.01,"-12,005.92",-33.26,417.71,,-44.69,22.88,0,0,0,-6.24,-14.84,-432.43,-7.96,0,0,0,"-12,005.92","-23,133.31","8,258.14",178.34,487.38,379.69,"1,823.84",-33.26,-6.24,-432.43,-7.96,361,0,0,0.98,0.55,0,0,0.81,0.46,"127,889.08","-16,739.68",-11.10,-18.78,"-3,158.43",0
대한알루미늄공업(주),009050,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대한유화(주),006650,2019/12,-2.88,11.45,-65.24,,-59.80,-3.90,4.36,-18.92,-43.10,2.52,-2.59,-20.91,-10.34,7.45,5.30,,4.87,6.03,5.76,,5.30,6.51,,5.98,266.11,,244.74,16.61,,,5.10,6.31,5.81,92.55,94.70,0.49,-0.18,-0.01,0,94.29,0.80,0.06,-0.19,7.40,14.87,108.94,-1.70,7.16,4.83,0,67.28,97.82,37.66,0.90,15.39,"316,794.72","16,247",,"34,695.69","260,100.10","4,085.49",0,"16,785.31",24.12,35.11,31.79,15.65,75.88,90.20,9.80,"4,176.62",84.13,79.54,523.22,339.50,20.87,0,114.17,43.41,842.19,217.56,13.56,10.87,5.11,24.56,5.76,26.62,19.51,1.07,1.19,74.81,"999,999,999",88.23,40.85,21.10,70.89,85.13,152.67,"1,396.26",14.97,13.80,0,1.09,1.19,1.23,50.22,9.47,132.04,2.76,4.74,7.62,12.55,29.08,23.86,38.30,319.30,11.13,32.80,1.41,1.54,3.78,0,0.02,"277,773.66",324.88,"2,408.38",,117.36,18.31,0,0,0,14.63,21.57,41.88,13.49,5.64,94.36,36.12,"277,773.66","119,131.60","15,654.91","-3,688.94",25.59,"1,199.53","145,450.97",324.88,14.63,41.88,13.49,855,12.05,6.83,0.72,0.41,5.36,3.04,0.59,0.33,"688,534.41","254,555.50",12.36,174.55,"39,162.38",2.70
대한전선(주),001440,2019/12,-3.72,8.83,-42.10,,0,-3.84,-7.77,-8.76,-15.82,-0.35,-4.66,-8.44,-1.56,5.40,1.85,,-2.04,2.38,2.19,,-2.40,7.51,,-8.26,6.04,,-6.64,0,,,0.71,2.34,-2.57,94.60,98.15,-2.72,2.64,-0.02,0.04,100.84,1.35,0.15,2.56,1.81,6.81,68.11,4.40,6.07,6.37,0,9.45,10.61,0,0,0,"1,628.74",-34,,95.93,371.87,-21.67,0,30.20,52.20,26.88,109.22,38.17,47.80,27.68,72.32,77.13,172.70,154.56,75.57,55.26,30.44,0,131.65,0,179.98,353.95,73.15,261.32,249.58,99.88,11.74,0,-16.87,54.10,195.47,0.66,0.67,-7.78,-0.22,42.85,41.89,80.04,5.64,7.54,4.08,3.49,0.70,1.18,1.26,4.05,3.26,1.66,10.81,33.78,2.33,3.27,8.17,44.69,25.84,120.90,25.71,5.84,62.53,2.39,3.14,1.19,0.31,0.01,"73,244.81",84.87,"1,616.42",,-32.93,22.45,503.30,108.84,"1,382.98",6.14,16.86,77.98,5.25,26.45,73.55,-38.80,"73,244.81","-12,034.19","19,375","36,854",854,"2,137","26,059",84.87,6.14,77.98,5.25,863,0,0,3.39,1.41,13.13,5.48,0.77,0.32,"983,599.71","51,923.50",3.72,1.33,60.62,18.94
대한제강(주),084010,2019/12,4.61,-15.21,"1,576.07",,0,-0.16,4.28,-13.86,652.49,-11.30,12.37,-2.89,3.10,8.16,4.17,,2.72,6.82,6.45,,4.20,8.52,,5.55,149.57,,97.41,17.38,,,3.91,7.76,5.05,91.84,95.83,-0.94,-0.19,0.08,0.02,96.80,1.68,0.06,-0.19,1.76,11.95,6.24,-1.21,2.94,3.83,0,91.03,99.79,18.24,1.02,18.73,"35,837.56","1,068",,594.38,"17,585.03","1,780.33",0,"1,495.66",47.92,38.26,92,29.58,52.08,78.37,21.63,"1,791.90",66.46,65.09,239.74,148.02,16.24,0,0,65.64,0,0,61.77,27.61,25.50,51.81,2.10,5.90,27.93,2.51,3.20,88.53,"999,999,999",77.86,17.80,33.31,31.40,51.17,0.41,3.51,0.09,0.06,0,1.55,1.86,2.04,35.84,6.35,10.86,33.61,3,4.63,8.54,42.72,24.92,21.11,0,0,0,3.18,5.01,2.09,0,0.11,"57,706.84",136.10,"2,083.20",,56.62,34.31,0,0,0,10.24,33.71,152.58,6.53,25.21,74.79,41.60,"57,706.84","28,572.50","14,545.74","-1,678.94",560.92,486.52,"15,220.09",136.10,10.24,152.58,6.53,424,8.92,5.47,0.49,0.30,14.62,8.97,0.24,0.15,"118,912.49","52,083.34",5.90,125.08,"2,113.19",2.28
대한제당(주),001790,2019/12,-7.63,3.30,3.65,,128.54,8.08,2.51,0.56,27.75,-10.42,-0.74,12.26,13.09,9.90,2.59,,1.36,3.23,2.92,,1.53,6.26,,3.28,119.94,,62.90,22.63,,,2.45,4.40,2.31,90.10,97.41,-1.17,0.82,-0.54,0.02,98.61,2.33,0,0.82,0.88,13.98,231.75,1.73,3.08,3.10,0,3.39,73.17,25.84,1.33,41.08,"115,576.45","1,764",,-290.99,"46,989.38","1,869.02",0,"2,998.57",47.34,43.97,89.88,26.52,52.66,46.88,53.12,"1,938.85",112.34,74.92,159.34,89.27,15.45,0,56.39,118.08,256.02,216.26,22.02,113.31,63.37,50.45,49.94,132.81,17.63,39.84,84.98,2.36,2.73,45.19,18.69,41.67,47.29,58.98,0.89,1.19,0.47,0.42,3.15,1.12,1.70,2.41,46.23,2.10,24.33,15,2.40,4.21,5.58,65.43,19.90,60.15,379.98,9.59,38.04,2.11,6.07,1.49,0,0.01,"65,890.61",129.96,"2,192.52",,29.83,51.43,0,0,0,6.63,37.50,384.35,5.93,39.58,60.42,22.95,"65,890.61","15,807.38","26,077.49","9,152.45","4,981.76",0,"9,871.54",129.96,6.63,384.35,5.93,507,16.73,11.19,0.56,0.37,0,0,0.23,0.15,"511,584.10","38,711.60",3.48,3.17,"4,024.94",13.22
대한제분(주),001130,2019/12,-2.51,-14.72,-62.27,,-92.06,18.16,-0.23,4.54,-67.37,-0.57,2.13,5.15,-4.02,13.72,2.34,,0.86,1.47,1.07,,0.40,1.16,,0.43,88.30,,32.60,44.87,,,0.04,2.51,0.93,86.28,97.66,-0.89,-0.77,-0.22,0.61,98.58,4.23,0.12,-0.76,2.61,13.03,220.39,-4.75,4.75,2.80,100,1.17,96.56,38.94,0.51,119.46,"188,754.14","1,653",,"-5,504.62","376,285.10","7,563.70",0.02,"4,414.89",27.54,27.35,38.01,20.01,72.46,94.01,5.99,"7,623.10",77.07,76,590.49,429.02,30.65,0,55.37,32.92,324.33,369.21,17.07,6.37,4.96,92.17,1.41,5.78,22.88,1.03,1.09,22.26,"999,999,999",93.28,75.64,64.27,154.01,87.34,25.35,147.47,1.52,3.26,0,0.46,1.07,0.49,37.75,6.21,51.52,7.09,1.56,2.03,6.70,54.51,40,14.05,309.90,11.60,31.46,0.65,3.54,1.29,0,0.01,"24,607.07",70.91,919.29,,7.94,39.20,0,0,0,3.59,29.46,172.82,7.71,55.28,44.72,11.19,"24,607.07","4,620.27","13,603.43","-2,442.88",42.87,376.19,"8,407.20",70.91,3.59,172.82,7.71,347,151.25,86.21,0.66,0.37,0,0,1.31,0.74,"198,477.43","15,868.36",4.97,47.35,"9,389.56",12.51
대한해운(주),005880,2019/12,-17.53,-8.13,8.31,,12.87,-6.04,6.09,-27.65,26.73,9.90,19.75,-29.98,-26.20,16.39,13.51,,7.67,3.53,3.41,,1.94,12.49,,7.09,67.05,,38.06,-41.61,,,4.52,3.96,2.25,83.61,86.49,-8.25,10.23,0,0,94.94,1.34,0.15,10.34,16.52,6.43,28.13,3.55,3.61,4.07,0,4.04,41.50,0,0,0,"24,806.51","1,922",,"10,133.03","27,633.62",460.89,0,"3,352.40",10,14.61,11.11,8.54,90,26.16,73.84,552.84,344.02,113.54,48.25,41.20,25.17,0,143.84,0,133.36,0,107.86,282.25,79.25,25.42,203,0,-10.73,68.31,261.12,1.26,1.51,21.81,4.61,44.49,351.73,363.23,11.78,12.74,8.70,37.06,1.32,0.25,0.29,0.92,4.96,0.35,11.38,32.08,2.25,2.63,15.56,23.46,0,19.97,344.15,8.61,42.38,0.28,0.38,0.74,0.08,0.03,"201,861.52",478.34,"1,435.87",,110.16,19.05,0,0,0,7.82,15.70,0,33.31,3.98,96.02,23.03,"201,861.52","31,901.64","8,037.42","61,960.05",25.58,925,"99,011.82",478.34,7.82,0,33.31,422,15,10.85,1.03,0.75,2.82,2.04,1.15,0.83,"2,259,920.24","180,899.23",29.85,2.79,"7,405.86",12.49
대한화섬(주),003830,2019/12,-55.77,2.60,119.85,,-49.10,-6.29,7.01,6.11,-56.40,3.21,4.55,2.81,1.24,9.89,4.27,,19.71,1.58,0.82,,3.78,0.95,,4.36,73.47,,339.15,-10.03,,,3.14,6.29,29.04,90.11,95.73,13.58,-3.34,0.04,0.03,85.66,1.77,0.06,-3.13,4.37,21.92,984.04,-4.74,5.88,4.28,0,4.28,79.45,6.94,0.09,2.05,"86,021.11","20,048",,"6,912.93","392,265.81","8,100.26",0,"3,673.30",5.71,47.61,6.05,2.99,94.29,87.54,12.46,"8,033.22",107.72,98.31,139.63,73.15,4.31,0,88.21,167.75,223.31,117.56,39.50,14.24,4.67,76.21,9.57,517.41,1.62,1.95,2.23,6.98,"999,999,999",88.27,81,30.05,492.03,57.13,8.47,54.09,1.06,5.63,0,0.19,1.47,0.22,17.20,1.42,15.11,24.15,3.33,6.64,6.68,54.67,8.94,28.76,"2,593.33",8.50,42.93,0.20,3.73,1.79,15.13,0.01,"24,211.03",150.38,709.54,,139.88,13.36,0,0,0,3.97,131.26,"31,167.64",21.19,8.88,91.12,93.01,"24,211.03","20,392.78","2,150.32","-3,817.63",90.45,75.11,"5,320.01",150.38,3.97,"31,167.64",21.19,161,6.60,5.16,0.29,0.22,16.20,12.66,1.30,1.02,"129,253.91","10,198.15",8.93,14.59,"7,679.33",12.67
덕양산업(주),024900,2019/12,9.49,-10.71,-30.73,,0,1.55,-16.96,7.27,-72.21,3.20,-3.74,3.94,-1.98,1.58,0.43,,-1.04,1.47,1.27,,-3.04,10.17,,-24.36,33.49,,-80.24,0,,,-2.78,1.46,-3.49,98.42,99.57,-1.47,0.09,0.05,0,101.03,0.60,0,0.09,0.81,14.56,108.15,0.29,4.01,3.67,0,-28.77,21.99,0,0,0,"38,589.49",-404,,-44.17,"1,224.58",201.66,0.10,167.47,62.30,1.43,165.28,61.41,37.70,11.81,88.19,298.84,319.17,198.38,76.92,75.82,9.06,0,"4,891.83",0,74.79,"34,451.32","6,540.64",746.70,685.81,88.23,60.89,0,-18.69,11.98,101.42,2.75,-10.82,7.97,2.02,21.65,12.60,28.78,5.81,42.76,5.12,1.68,4.97,2.92,3.35,23.43,77.18,3.34,4.98,73.32,4.62,4.68,345.12,1.06,"2,051.70",480.14,"7,180.95",6.88,53.03,7.94,13.78,2.10,0,0,"6,055.19",7.82,"1,623.60",,-16.88,9.91,0,0,0,1.47,6.64,31.67,0.48,126.70,-26.70,-215.77,"6,055.19","-12,985.44","7,672","1,098.37",0,0,"10,270.26",7.82,1.47,31.67,0.48,774,0,0,1.65,0.81,0,0,0.05,0.03,"66,634.18","15,723.97",1.25,7.94,482.85,4.24
동국무역(주),004420,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동국방직,011180,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동국제강(주),001230,2019/12,-5.82,-16.43,17.82,,0,-13.03,-6.07,-5.77,0,0.54,-2.79,-6.28,0.75,8.21,2.65,,-2.57,2.54,2.41,,-2.35,5.75,,-5.59,22.70,,-22.06,0,,,-0.57,2.79,-2.72,91.79,97.35,-5.14,1.95,0,0,102.46,0.81,0.02,1.88,3.68,9.42,161.76,3.07,5.15,5.20,0,0,30.10,0,0,0,"52,973.53","-1,375",,"1,017.98","23,143.17",284.38,0.20,"1,401.46",28.60,41.94,40.06,16.61,71.40,42.24,57.76,382.37,169.04,136.20,60.11,34.90,19.82,0,84.65,0,78.28,241.18,108.14,136.76,112.65,75.83,24.11,0,-18.98,38.43,90.98,1.27,-0.28,31.41,2.84,33.15,76.42,91.05,9.43,14.17,5.45,5.75,1.36,0.91,1.06,2.17,8.58,1.57,6.17,59.13,3.02,5.12,7.35,49.66,22.13,22.66,0,8,45.63,1.31,1.69,1.15,0.11,0.03,"210,413.26",81.43,"1,956.43",,-50.31,16.52,"1,117.78",444.74,"2,064.35",3.94,7.28,18.31,4.16,20.29,79.71,-61.78,"210,413.26","-126,040.74","42,699","98,665",585,"1,152","193,353",81.43,3.94,18.31,4.16,"2,584",0,0,0.38,0.24,8.62,5.41,0.17,0.10,"2,315,262.50","327,097.93",6.47,3.10,"3,427.52",7.08
동국중기공업(주),028410,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동방개발,012150,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동부건설(주),005960,2019/12,36.60,14.91,81.59,,-14.83,195.65,17.56,30.37,5.64,18.49,14.05,10.03,-2.16,8.98,5.15,,5.73,8.49,7.58,,8.43,14.31,,15.92,52.40,,58.30,18.93,,,7.61,11,12.24,91.02,94.85,1.74,-0.56,0,0.15,93.44,1.91,0.19,-0.57,0.83,32.24,60.33,-1.74,6.32,12.64,0,50.87,112.91,14.01,3.62,24.56,"52,033.77","2,959",,"5,366.17","19,273.08",287.81,0.07,"2,678.28",59.03,0.32,144.11,58.84,40.97,53.61,46.39,387.17,76.42,64.04,163.85,163.32,37.02,0,"1,853.43",0.83,28.57,0,"6,488.12",86.54,67.21,38.62,19.33,45.04,23,1.30,2.43,86.13,"999,999,999",39.85,2.88,40.04,27.88,50.18,23.13,822.81,10.73,7.78,0,1.47,2.14,2.78,10.18,3.13,9.90,36.87,2.50,2.50,"1,084.06",0.34,0,"1,084.06",0,31.60,11.55,3.59,41.39,1.56,0,0,"101,074.65",92.22,"1,001.76",,57.38,18.80,0,0,0,12.69,329.99,"14,377.62",9.21,20.38,79.62,62.22,"101,074.65","75,565.04","20,601","-6,111.39",112,"2,003","8,905",92.22,12.69,"14,377.62",9.21,"1,096",3.89,2.34,0.60,0.36,2.16,1.30,0.22,0.13,"27,506.77","65,417.44",5.96,99.70,"3,100.31",0.42
동부일렉트로닉스(주),001830,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동부화학,008950,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동성제약(주),002210,2019/12,-1.19,-9.56,0,,0,34.12,21.94,-5.85,-30.16,-1.81,-0.14,-4.11,-1.96,38.22,-8.70,,-9.69,-5.50,-5.54,,-6.17,-11.81,,-13.14,-29.64,,-32.99,0,,,-5.18,-6.28,-6.99,61.78,108.70,-1.43,1.55,0.36,4.51,109.72,11.04,0.26,1.36,2.13,12.04,152.26,1.86,5.06,3.99,0,-4.22,66.97,0,0,0,"3,319.30",-364,,-318.59,"2,660.44",180.07,3.59,-288.90,60.27,29.33,151.72,42.60,39.73,53.21,46.79,268.88,74.66,57.39,195.80,138.38,5.39,0,132.64,59.93,309.51,172.88,42.86,87.92,57.85,57.17,30.08,54.27,29.49,21.05,39.56,-5.37,-5.53,35.64,1.80,96.60,60.52,133.61,-5.61,-12.47,-2.62,-3.99,-5.61,0.64,0.72,1.36,3.41,1.20,8.58,42.53,1.04,1.37,4.26,85.71,5.60,26.40,128.24,2.60,140.52,1.65,2.52,0.68,0,0.01,"5,937.59",18.27,266.27,,-25.80,33.61,0,0,0,4.51,17.45,479.13,6.86,183.94,-83.94,-141.22,"5,937.59","-8,765.55","10,921.76","1,342.94",75.90,254.92,"2,107.61",18.27,4.51,479.13,6.86,325,0,0,11.09,4.68,0,0,8.89,3.75,"441,885.04","-5,424.15",-6.27,-3.87,-208.05,0
동신제약(주),006600,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동아건설산업(주),000280,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
