회사명,거래소코드,회계년도,회계년월,회계감사법인,회계년월,기수,감사인,비고,보수(천원),시간구분,총소요시간,내용,회계년월,기수,비고,내용,용역수행기간,보수(천원),계약일
샘표식품(주),248170,2019/12,2019/12,대성삼경회계법인,2019/12,4,대성삼경회계법인,,55000,10,948,외감법에 의한 외부감사,,,,,,,
서울교통공사,000730,1994/12,,,,,,,,,,,,,,,,,
서울도시가스(주),017390,2019/12,2019/12,안진회계법인,2019/12,37,안진회계법인,,235000,10,2666,"분ㆍ반기 별도 및 연결재무제표 검토 별도,연결재무제표에 대한 감사 내부회계관리제도 검토",2019/12,37,,법인세 세무조정 및 세무자문,2020.01~2020.12,30400,20191227
서울도시가스(주),017390,2019/12,2019/12,안진회계법인,2019/12,37,안진회계법인,,235000,10,2666,"분ㆍ반기 별도 및 연결재무제표 검토 별도,연결재무제표에 대한 감사 내부회계관리제도 검토",2019/12,37,,내부회계관리제도 감사 시행에 따른 재구축 자문,2019.09.16~2019.12.06,30400,20190916
서울식품공업(주),004410,2019/12,2019/12,서우회계법인,2019/12,55,서우회계법인,,50000,10,662,연간재무제표 검토 및 재무제표에 대한 감사,,,,,,,
서진식품(주),028550,1993/12,,,,,,,,,,,,,,,,,
선도전기(주),007610,2019/12,2019/12,선진회계법인,2019/12,48,선진회계법인,,60000,10,1134,중간/년말감사,,,,,,,
선창산업(주),002820,2019/12,2019/12,한영회계법인,2019/12,62,한영회계법인,,130000,10,1629,별도 및 연결 재무제표 감사 (반기재무제표 검토 포함),,,,,,,
성문전자(주),014910,2019/12,2019/12,한울회계법인,2019/12,40,한울회계법인,"개별 : 508, 연결: 52",52000,10,560,"반기검토, 중간감사 재고실사, 개별 및 연결재무제표 감사",,,,,,,
성보화학(주),003080,2019/12,2019/12,영앤진회계법인,2019/12,59,영앤진회계법인,,55000,10,801,"반기검토,중간감사,재고실사",2019/12,59,,세무조정,2020.3.13-2019.5.31,3300,20200313
성신양회(주),004980,2019/12,2019/12,신우회계법인,2019/12,54,신우회계법인,,245000,10,2117,분ㆍ반기재무제표 검토 별도 및 연결재무제표 감사 내부회계관리 검토,,,,,,,
성원건설(주),012090,2009/12,,,,,,,,,,,,,,,,,
성지건설(주),005980,2017/12,,,,,,,,,,,,,,,,,
성창기업지주(주),000180,2019/12,2019/12,영앤진회계법인,2019/12,90,영앤진회계법인,,120000,10,1361,"반기검토, 중간감사, 기말감사,연결",,,,,,,
세기상사(주),002420,2019/12,2019/12,대주회계법인,2019/12,63,대주회계법인,,48000,10,456,반기 별도재무제표 검토 기말 별도재무제표 감사,,,,,,,
세방(주),004360,2019/12,2019/12,성도이현회계법인,2019/12,55,성도이현회계법인,,210000,10,2860,"분,반기 기중감사, 연도말 개별 및 연결 재무제표 감사",,,,,,,
세방전지(주),004490,2019/12,2019/12,한영회계법인,2019/12,54,한영회계법인,,140000,10,1965,"분기,반기,결산 재무제표 및 연결재무제표 검토등 회계감사",,,,,,,
세방해운(주),029160,1983/12,,,,,,,,,,,,,,,,,
세신(주),004230,2008/12,,,,,,,,,,,,,,,,,
세원셀론텍(주),091090,2019/12,2019/12,성도이현회계법인,2019/12,14,성도이현회계법인,,125000,10,1498,"반기 개별 및 연결 재무제표 검토, 개별 및 연결재무제표에 대한 감사(영문포함)",2019/12,14,,'19년 세무조정 등,~`20.03.31,7000,20190300
세원화성(주),007910,2004/12,,,,,,,,,,,,,,,,,
세종공업(주),033530,2019/12,2019/12,안진회계법인,2019/12,44,안진회계법인,,350000,10,3849,"반기,중간,기말재고실사,결산 연결재무제표에 대한 외부감사",,,,,,,
세하(주),027970,2019/12,2019/12,진일회계법인,2019/12,36,진일회계법인,,115000,10,1487,재무제표 검토 등,,,,,,,
송원산업(주),004430,2019/12,2019/12,한영회계법인,2019/12,55,한영회계법인,,418000,10,4450,"별도 및 연결(분ㆍ반기검토, 기말감사)",2019/12,55,,세무자문(CFC),2019.05.03~2019.05.31,14000,20190503
송원산업(주),004430,2019/12,2019/12,한영회계법인,2019/12,55,한영회계법인,,418000,10,4450,"별도 및 연결(분ㆍ반기검토, 기말감사)",2019/12,55,,세무조사 대응지원,2019.08.12~2019.12.31,511000,20190812
송원산업(주),004430,2019/12,2019/12,한영회계법인,2019/12,55,한영회계법인,,418000,10,4450,"별도 및 연결(분ㆍ반기검토, 기말감사)",2019/12,55,,개별기업(통합기업)보고서 서비스,2019.03.21~2019.11.30,63679,20190321
송원칼라(주),011450,2000/12,,,,,,,,,,,,,,,,,
신강제지,019380,1995/09,,,,,,,,,,,,,,,,,
신광기업(주),001580,2005/03,,,,,,,,,,,,,,,,,
신광산업(주),005410,1999/12,,,,,,,,,,,,,,,,,
신대양제지(주),016590,2019/12,2019/12,우리회계법인,2019/12,38,우리회계법인,,62000,10,1296,"분반기, 결산, 연결재무제표 감사",2019/12,38,,신대양제지 물적분할에 대한 세무검토 자문,2019.06.20~2019.11.08,20000,20190620
신동양건설(주),028390,1982/12,,,,,,,,,,,,,,,,,
신라교역(주),004970,2019/12,2019/12,한영회계법인,2019/12,53,한영회계법인,,147000,10,2151,"분ㆍ반기, 결산, 연결재무제표",,,,,,,
신성건설(주),001970,2008/12,,,,,,,,,,,,,,,,,
신성통상(주),005390,2019/06,2019/06,광교회계법인,2019/06,52,광교회계법인,,130000,10,2407,분ㆍ반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사,,,,,,,
신세계건설(주),034300,2019/12,2019/12,한영회계법인,2019/12,29,한영회계법인,,250000,10,3390,"재무제표 감사, 분반기재무제표 검토 및 내부회계관리제도 검토",,,,,,,
신송홀딩스(주),006880,2019/12,2019/12,삼일회계법인,2019/12,50,삼일회계법인,,100000,10,779,결산(중간)감사 및 검토용역,,,,,,,
신원제이엠씨,001160,1998/12,,,,,,,,,,,,,,,,,
신일전자(주),002700,2019/12,2019/12,정진세림회계법인,2019/12,61,정진세림회계법인,,86000,10,954,"분,반기,연간 재무제표 검토 등에 대한 감사",,,,,,,
신정제지(주),018690,1993/12,,,,,,,,,,,,,,,,,
신풍제약(주),019170,2019/12,2019/12,삼덕회계법인,2019/12,34,삼덕회계법인,,80000,10,1335,"개별 및 연결재무제표 감사, 반기 재무제표 검토",,,,,,,
신풍제지(주),002870,2019/12,2019/12,인덕회계법인,2019/12,59,인덕회계법인,,80000,10,985,분/반기 재무제표 검토 및 연간 재무제표 감사,,,,,,,
신한전자,008650,1995/09,,,,,,,,,,,,,,,,,
신호전자통신,008190,1998/12,,,,,,,,,,,,,,,,,
신호페이퍼,012190,1997/06,,,,,,,,,,,,,,,,,
신화,016640,1998/12,,,,,,,,,,,,,,,,,
신화건설(주),006160,1999/12,,,,,,,,,,,,,,,,,
신화실업(주),001770,2019/12,2019/12,삼덕회계법인,2019/12,64,삼덕회계법인,,49000,10,874,"반기,중간,기말감사",,,,,,,
신흥목재공업(주),015550,1985/09,,,,,,,,,,,,,,,,,
쌍용양회공업(주),003410,2019/12,2019/12,삼정회계법인,2019/12,58,삼정회계법인,,593250,10,8472,- 분ㆍ반기 재무제표 검토 - 개별 및 연결재무제표 감사 - 내부회계관리 감사,2019/12,58,결과물 보고조건,세무자문용역,2019.08.26~09.20,100000,20190826
쌍용자동차(주),003620,2019/12,2019/12,삼정회계법인,2019/12,58,삼정회계법인,,583000,10,7289,"별도 및 연결 분/반기 재무제표 검토, 별도 및 연결재무제표에 대한 감사",,,,,,,
쌍용제지,005100,1998/06,,,,,,,,,,,,,,,,,
써니전자(주),004770,2019/12,2019/12,대주회계법인,2019/12,54,대주회계법인,,49000,10,635,외부감사,2019/12,54,,제54기 세무조정계약업무 체결,2020.03,9000,20191200
씨에스윈드(주),112610,2019/12,2019/12,안진회계법인,2019/12,14,안진회계법인,,210000,10,3352,별도재무제표 감사 연결재무제표 감사,2019/12,14,,국제거래정보통합보고서 작성,2019/04/15~2019/12/31,40000,20190415
씨제이(주),001040,2019/12,2019/12,삼일회계법인,2019/12,67,삼일회계법인,,791000,10,9360,"분기,반기,기말감사",2019/12,67,,재무 검토용역,2019.06-2019.07,85000,20190600
씨제이대한통운(주),000120,2019/12,2019/12,한영회계법인,2019/12,110,한영회계법인,,650000,10,9874,"분, 반기, 지점 기중감사, 연도말 감사",2019/12,110,,세무 컨설팅용역,2019.03~2019.12,40000,20190300
씨제이대한통운(주),000120,2019/12,2019/12,한영회계법인,2019/12,110,한영회계법인,,650000,10,9874,"분, 반기, 지점 기중감사, 연도말 감사",2019/12,110,,세무 컨설팅용역,2019.03~2019.06,150000,20190300
씨제이대한통운(주),000120,2019/12,2019/12,한영회계법인,2019/12,110,한영회계법인,,650000,10,9874,"분, 반기, 지점 기중감사, 연도말 감사",2019/12,110,,세무 검토용역,2019.01~2019.12,30000,20190600
씨제이씨지브이(주),079160,2019/12,2019/12,삼정회계법인,2019/12,21,삼정회계법입,,416000,10,4999,회계 감사 및 내부회계관리제도 검토,,,,,,,
씨제이씨푸드(주),011150,2019/12,2019/12,삼일회계법인,2019/12,44,삼일회계법인,,96000,10,878,반기 재무제표 검토 별도 재무제표 감사 (내부회계관리제도 검토 포함),,,,,,,
씨제이제일제당(주),097950,2019/12,2019/12,삼일회계법인,2019/12,13,삼일회계법인,,930000,10,13008,분기·반기재무제표 검토 별도·연결재무제표 감사,2019/12,13,,재무 및 세무용역,2019년04월~2019년06월,3000,20190400
씨제이제일제당(주),097950,2019/12,2019/12,삼일회계법인,2019/12,13,삼일회계법인,,930000,10,13008,분기·반기재무제표 검토 별도·연결재무제표 감사,2019/12,13,,세무자문용역,2019년06월~2019년12월,70000,20190600
아남전자(주),008700,2019/12,2019/12,대성삼경회계법인,2019/12,47,대성삼경회계법인,,50000,10,666,"반기재무제표 및 반기연결재무제표 검토, 재무제표 및 연결재무제표 감사",,,,,,,
아남정밀(주),028490,1992/03,,,,,,,,,,,,,,,,,
아세아(주),002030,2019/12,2019/12,안진회계법인,2019/12,55,안진회계법인,,98000,10,1200,분ㆍ반기 /별도ㆍ연결재무제표 검토 개별ㆍ연결재무제표에 대한 감사,2019/12,55,,법인세 세무조정 신고,2020.02.24~2020.02.26,6000,20191205
아세아시멘트(주),183190,2019/12,2019/12,안진회계법인,2019/12,7,안진회계법인,,225000,10,2684,분ㆍ반기 /별도ㆍ연결재무제표 검토 별도ㆍ연결재무제표에 대한 감사 내부회계관리제도 검토,2019/12,7,,법인세 세무조정 신고,2020.02.24~2020.02.26,12000,20191205
아세아제지(주),002310,2019/12,2019/12,안진회계법인,2019/12,64,안진회계법인,,227000,10,2819,- 중간 재무제표 검토 - 별도 재무제표 감사 - 연결 재무제표 감사 - 내부회계검토,,,,,,,
아세아페이퍼텍(주),009380,2011/12,,,,,,,,,,,,,,,,,
아시아나아이디티(주),267850,2019/12,2019/12,한울회계법인,2019/12,29,한울회계법인,,80000,10,1500,"반기 별도ㆍ연결 검토, 기말 별도ㆍ연결 감사, 내부회계",,,,,,,
아시아나항공(주),020560,2019/12,2019/12,삼일회계법인,2019/12,32,삼일회계법인,,1320000,10,11304,분/반기재무제표에 대한 검토 별도재무제표에 대한 감사 연결재무제표에 대한 감사 내부회계관리제도 감사,2019/12,32,,법인세 세무조정 업무,2019.01~2019.12,24000,20190800
아시아자동차공업,004280,1998/12,,,,,,,,,,,,,,,,,
아이에스동서(주),010780,2019/12,2019/12,한영회계법인,2019/12,45,한영회계법인,,340000,10,3834,"연간감사, 연결감사, 분반기검토(별도,연결), 내부회계관리제도 검토",,,,,,,
아이케이엔터프라이즈(주),004290,2000/12,,,,,,,,,,,,,,,,,
알보젠코리아(주),002250,2018/12,,,,,,,,,,,,,,,,,
애경산업(주),018250,2019/12,2019/12,한영회계법인,2019/12,35,한영회계법인,,167000,10,2108,"개별 및 연결 재무제표에 대한 감사, 내부회계관리제도 검토",,,,,,,
애경유화(주),161000,2019/12,2019/12,한영회계법인,2019/12,8,한영회계법인,,90000,10,1318,"개별, 연결재무제표 (분기, 반기 및 연간)",2019/12,8,,세무조정,2019.12.12~2020.03.31,14000,20191212
양우화학공업(주),028590,1993/12,,,,,,,,,,,,,,,,,
에스비에스미디어홀딩스(주),101060,2019/12,2019/12,한영회계법인,2019/12,12,한영회계법인,,110000,10,1671,"분기 및 반기 재무제표 검토, 별도 및 연결 재무제표 감사",2019/12,12,,법인세 세무조정,2019년9월~2020년3월,7000,20190900
에스비에스미디어홀딩스(주),101060,2019/12,2019/12,한영회계법인,2019/12,12,한영회계법인,,110000,10,1671,"분기 및 반기 재무제표 검토, 별도 및 연결 재무제표 감사",2019/12,12,,세무자문용역,2019년4월~종료시,5000,20190400
에스엘(주),005850,2019/12,2019/12,한영회계법인,,,,,,,,,,,,,,,
에스와이(주),004530,2007/12,,,,,,,,,,,,,,,,,
에스케이(주),003600,2014/12,,,,,,,,,,,,,,,,,
에스케이(주),034730,2019/12,2019/12,한영회계법인,2019/12,29,한영회계법인,,1850000,10,22250,"1분기 별도, 연결 재무제표 등에 대한 검토 반기 별도, 연결 재무제표 등에 대한 검토 3분기 별도, 연결 재무제표 등에 대한 검토 29기 별도, 연결 재무제표 등에 대한 감사",,,,,,,
에스케이가스(주),018670,2019/12,2019/12,한영회계법인,2019/12,35,한영회계법인,(누계),371000,10,6403,"1분기 별도, 연결 재무제표 등에 대한 검토 반기 별도, 연결 재무제표 등에 대한 검토 3분기 별도, 연결 재무제표 등에 대한 검토 35기 별도, 연결 재무제표 등에 대한 감사",,,,,,,
에스케이네트웍스(주),001740,2019/12,2019/12,한영회계법인,2019/12,67,한영회계법인,,1000000,10,12050,"분/반기별도,연결재무제표검토 및 별도,연결 결산감사 및 별도 내부회계관리제도 감사 등",,,,,,,
에스케이디스커버리(주),006120,2019/12,2019/12,한영회계법인,2019/12,51,한영회계법인,,312000,10,4223,"1분기 별도, 연결 재무제표등에 대한 검토 반기 별도, 연결 재무제표등에 대한 검토 3분기 별도, 연결 재무제표등에 대한 검토 51기 별도, 연결 재무제표등에 대한 감사",,,,,,,
에스케이디앤디(주),210980,2019/12,2019/12,한영회계법인,2019/12,16,한영회계법인,,266000,10,3662,"1분기 별도, 연결 재무제표 등에 대한 검토 반기 별도, 연결 재무제표 등에 대한 검토 3분기 별도, 연결 재무제표 등에 대한 검토 16기 별도, 연결 재무제표 등에 대한 감사",,,,,,,
에스케이렌터카(주),068400,2019/12,2019/12,삼일회계법인,2019/12,32,삼일회계법인,,285000,10,2783,- 분/반기재무제표 검토 - 별도/연결재무제표 감사,2019/12,32,"환급금액 10억원 이하 : 환급금액 X 15%, 환급금액 10억원 초과 : 환급금액 X 10%, 환급 검토 및 경정청구 업무",업무위임,2019.10.01~환급결정시,0,20191001
에스케이렌터카(주),068400,2019/12,2019/12,삼일회계법인,2019/12,32,삼일회계법인,,285000,10,2783,- 분/반기재무제표 검토 - 별도/연결재무제표 감사,2019/12,32,,세무조정,2020.01.01~2020.04.30,10000,20200114
에스케이렌터카(주),068400,2019/12,2019/12,삼일회계법인,2019/12,32,삼일회계법인,,285000,10,2783,- 분/반기재무제표 검토 - 별도/연결재무제표 감사,2019/12,32,"30백만원 + (환급세액 X 5%), 선급비용 관련 경정청구 업무",세무자문(선급비용),2019.10.01~2019.12.31,0,20191001
에스케이렌터카(주),068400,2019/12,2019/12,삼일회계법인,2019/12,32,삼일회계법인,,285000,10,2783,- 분/반기재무제표 검토 - 별도/연결재무제표 감사,2019/12,32,"환급세액 3억원 이하 : 환급세액 X 10%  , 환급세액 3억원 초과 : 환급세액 X 5%, 대손채권 관련 검토 및 경정청구 업무",세무자문(대손채권),2019.10.01~2019.12.31,0,20191001
에스케이씨(주),011790,2019/12,2019/12,삼정회계법인,2019/12,47,삼정회계법인,,50000,10,2144,- 재무제표,,,,,,,
에스케이씨(주),011790,2019/12,2019/12,삼정회계법인,2019/12,47,삼정회계법인,,430000,10,4749,- 내부회계관리제도,,,,,,,
에스케이케미칼(주),285130,2019/12,2019/12,한영회계법인,2019/12,3,한영회계법인,,281000,10,3534,재무제표 검토 및 감사,,,,,,,
에스케이텔레콤(주),017670,2019/12,2019/12,삼정회계법인,2019/12,36,삼정회계법인,,1860000,10,23040,분반기 검토 개별재무제표감사 연결재무제표감사 영문재무제표 검토 및 기타 감사업무,2019/12,36,,2018 Annual Report 발간자문,2019.02.08 ~ 2019.06.30,120000,20190208
에스케이텔레콤(주),017670,2019/12,2019/12,삼정회계법인,2019/12,36,삼정회계법인,,1860000,10,23040,분반기 검토 개별재무제표감사 연결재무제표감사 영문재무제표 검토 및 기타 감사업무,2019/12,36,,재무정보 확인수행,2019.04.26 ~ 2019.04.29,3000,20190426
